JulianDay, ClimateParameter, InputTemperature,InputPrecipitation,InputEvapotranspiration,GreenAreaIndex, SurfaceTemperature, SoilTemperature, CropCoefficient, CropInterception, VolumetricSoilWaterContent, ActualEvapotranspiration, DeepPercolation, ReferenceEvapotranspiration, SoilAvailableWater, WaterStorage, ClimateParamterTemperature, ClimateParameterWater, FieldCapacity, WiltingPoint
102,0.189015367083231,-1.47,0.07,0, 0.000697268231917126,-0.294,1.18401349780361, 0.80005926428718, 0, 0.370714619555102, 0, 0.25, 0, 0.07, 92.4986548887755, 0.0248015076424316, 0.801437408122171, 0.369714619555102, 0.227997481880444
103,0.16534883536431,3.22,0,0, 0.000870299009040761,3.59338997853306,1.65150275575933, 0.800073969943676, 0, 0.369994619555102, 0, 0.0699999999999932, 0, 0, 92.4286548887755, 0.0215946722500872, 0.805202474274208, 0.369714619555102, 0.227997481880444
104,0.198318967079197,4.19,0.06,0, 0.00108265341693636,4.67582355936292,2.23829044341557, 0.800092017072259, 0, 0.369714619555102, 0, 0, 0, 0.06, 92.4886548887755, 0.0258535817083245, 0.806666666666667, 0.369714619555102, 0.227997481880444
105,0.243105241417184,5.78,0.84,0, 0.0013423407192795,6.45010172096105,3.05544672165386, 0.800114085943556, 0, 0.369954619555102, 0, 0.0600000000000023, 0, 0.84, 93.2686548887755, 0.0317414670601394, 0.805411644615988, 0.369714619555102, 0.227997481880444
106,0.307251474801077,5.75,0.03,0, 0.0016587786228199,6.41652707455103,3.70751714179327, 0.800140976304885, 0, 0.373074619555102, 0, 0.840000000000003, 0, 0.03, 92.4586548887755, 0.040946285918399, 0.789096357957162, 0.369714619555102, 0.227997481880444
107,0.37658405784976,8.75,0,0, 0.00204299096928487,9.76410184839398,4.88246439671007, 0.800173624080088, 0, 0.369834619555102, 0, 0.0300000000000011, 0, 0, 92.4286548887755, 0.0491310865561757, 0.806039155641327, 0.369714619555102, 0.227997481880444
108,0.504437272336578,10.6,0,0, 0.00250782262229059,11.8282504010901,6.22981832558168, 0.800213119490067, 0, 0.369714619555102, 0, 0, 0, 0, 92.4286548887755, 0.0657602771391503, 0.806666666666667, 0.369714619555102, 0.227997481880444
109,0.673560536047174,9.51,0.29,0, 0.0030681708269051,10.6116663512975,7.07974430002437, 0.800260726518329, 0, 0.369714619555102, 0, 0, 0, 0.29, 92.7186548887755, 0.0878078007901497, 0.806666666666667, 0.369714619555102, 0.227997481880444
110,0.78683797376446,10.62,0.14,0, 0.0037412317252366,11.8498727170436,8.00488974681762, 0.800317903591094, 0, 0.370874619555102, 0, 0.290000000000006, 0, 0.14, 92.5686548887755, 0.103352243578948, 0.800600726755052, 0.369714619555102, 0.227997481880444
111,0.93024176471589,12.17,1.88,0, 0.00454676001868397,13.5788538355588,9.08580497606981, 0.800386325277446, 0, 0.370274619555102, 0, 0.140000000000001, 0, 1.88, 94.3086548887755, 0.121711539916318, 0.803738281881749, 0.369714619555102, 0.227997481880444
112,1.05850616856448,9.22,0.24,0, 0.00550733897669797,10.2868788722921,9.31868627861187, 0.800467904741489, 0, 0.377234619555102, 0, 1.88, 0, 0.24, 92.6686548887755, 0.145062326181094, 0.767342642412062, 0.369714619555102, 0.227997481880444
113,1.14622151662017,10.65,0,0, 0.00664865710717723,11.8817047959571,9.81555571940398, 0.800564816595871, 0, 0.370674619555102, 0, 0.239999999999995, 0, 0, 92.4286548887755, 0.150361341176981, 0.801646578463951, 0.369714619555102, 0.227997481880444
114,1.24256229662163,10.35,3.26,0, 0.0079997868334417,11.5462677587858,10.1510053667114, 0.800679519715018, 0, 0.369714619555102, 0, 0, 0, 3.26, 95.6886548887755, 0.161984939395947, 0.806666666666667, 0.369714619555102, 0.227997481880444
115,1.19435134886522,3.81,7.28,0, 0.0095934594805539,4.2500435893134,9.00754396867378, 0.800814779468177, 0, 0.382754619555102, 0, 3.26000000000001, 0, 7.28, 99.7086548887755, 0.170077016405865, 0.738477135246448, 0.369714619555102, 0.227997481880444
116,0.891746683385721,1.11,0.32,0, 0.0114663297785845,1.23809161279954,7.50243789747493, 0.800973688728805, 0, 0.398834619555102, 0, 7.28, 0, 0.32, 92.7486548887755, 0.143302903395359, 0.654390657850964, 0.369714619555102, 0.227997481880444
117,0.848616519962316,1.48,0.02,0, 0.0136592219671684,1.65061710276612,6.36919015263882, 0.801159686910345, 0, 0.370994619555102, 0, 0.319999999999993, 0, 0.02, 92.4486548887755, 0.111554376427259, 0.799973215729713, 0.369714619555102, 0.227997481880444
118,0.69208866563725,3.68,0,0, 0.0162173484654686,4.10373942092936,5.93063742118329, 0.80137657617233, 0, 0.369794619555102, 0, 0.019999999999996, 0, 0, 92.4286548887755, 0.0902700095403834, 0.806248325983107, 0.369714619555102, 0.227997481880444
119,0.633898494835882,6.2,4.48,0, 0.0191904909917466,6.91293511767926,6.12070876327528, 0.801628533838968, 0, 0.369714619555102, 0, 0, 0, 4.48, 96.9086548887755, 0.0826373128722413, 0.806666666666667, 0.369714619555102, 0.227997481880444
120,0.582407374205447,3.23,3.64,0, 0.0226331330203589,3.60082943696,5.63337220586005, 0.801920119979771, 0, 0.387634619555102, 0, 4.48, 0, 3.64, 96.0686548887755, 0.0859039790564833, 0.712958353549311, 0.369714619555102, 0.227997481880444
121,0.539458268866789,5.04,0.47,0, 0.0266045315997758,5.61757675533533,5.63031923575499, 0.802256279023922, 0, 0.384274619555102, 0, 3.64, 0, 0.47, 92.8986548887755, 0.0776553124946836, 0.730528662258816, 0.369714619555102, 0.227997481880444
122,0.588040999651635,5.53,0.22,0, 0.0311687158762451,6.16240159490028,5.73309058648279, 0.802642334223301, 0, 0.371594619555102, 0, 0.469999999999999, 0, 0.22, 92.6486548887755, 0.0776049499046879, 0.796835660603016, 0.369714619555102, 0.227997481880444
123,0.604899071807031,6.69,0.29,0, 0.0363943992303213,7.45322010030189,6.06507212157579, 0.80308397375021, 0, 0.370594619555102, 0, 0.219999999999999, 0, 0.29, 92.7186548887755, 0.079309273941114, 0.802064919147511, 0.369714619555102, 0.227997481880444
124,0.646671790119289,8.91,1.55,0, 0.0423547917955382,9.92370013748032,6.80911404993952, 0.803587227222178, 0, 0.370874619555102, 0, 0.290000000000006, 0, 1.55, 93.9786548887755, 0.0849412237290545, 0.800600726755052, 0.369714619555102, 0.227997481880444
125,0.723482351032383,7.65,11.25,0, 0.0491273003474865,8.51763636601155,7.13822623562599, 0.804158431495105, 0, 0.375914619555102, 0, 1.55, 0, 11.25, 103.678654888776, 0.0982652495307345, 0.774245263690796, 0.369714619555102, 0.227997481880444
126,0.567592393041561,9.96,0.31,0, 0.0567931031821364,11.0856407513154,7.89774176561432, 0.80480418466455, 0, 0.414714619555102, 0, 11.25, 0, 0.31, 92.7386548887755, 0.104468386614316, 0.57135003216438, 0.369714619555102, 0.227997481880444
127,0.909362108535453,10.84,0.84,0, 0.0654365886936818,12.0602140723246,8.6975985061324, 0.80553128736947, 0, 0.370954619555102, 0, 0.310000000000002, 0, 0.84, 93.2686548887755, 0.119508403331743, 0.800182386071492, 0.369714619555102, 0.227997481880444
128,1.0238166435176,7.4,2.1,0, 0.0751446479554408,8.22925608969946,8.60773322841381, 0.806346670708367, 0, 0.373074619555102, 0, 0.840000000000003, 0, 2.1, 94.5286548887755, 0.136440318278792, 0.789096357957162, 0.369714619555102, 0.227997481880444
129,0.975418195089597,3.88,1.21,0, 0.0860058137321318,4.31261749501082,7.78493043528769, 0.80725731035772, 0, 0.378114619555102, 0, 2.09999999999999, 0, 1.21, 93.6386548887755, 0.13448207390273, 0.762740894892907, 0.369714619555102, 0.227997481880444
130,0.870894844496562,4.33,0,0, 0.0981092410236235,4.81008901636465,7.21608243125603, 0.808270126827577, 0, 0.374554619555102, 0, 1.20999999999999, 0, 0, 92.4286548887755, 0.117210564907192, 0.78135705531131, 0.369714619555102, 0.227997481880444
131,0.812830922363229,7.08,0,0, 0.111543527457374,7.86010943634794,7.33898510525323, 0.809391872196792, 0, 0.369714619555102, 0, 0, 0, 0, 92.4286548887755, 0.105963594788079, 0.806666666666667, 0.369714619555102, 0.227997481880444
132,0.831102407345306,8.13,0.02,0, 0.12639537558794,9.01962899974589,7.65899650120883, 0.810629004134445, 0, 0.369714619555102, 0, 0, 0, 0.02, 92.4486548887755, 0.108345532012106, 0.806666666666667, 0.369714619555102, 0.227997481880444
133,0.879173951831843,5.04,2.19,0, 0.14274810338408,5.5873106705636,7.2654932246225, 0.811987548524201, 0, 0.369794619555102, 0, 0.019999999999996, 0, 2.19, 94.6186548887755, 0.114671782619706, 0.806248325983107, 0.369714619555102, 0.227997481880444
134,0.773578119199333,3.25,0.26,0, 0.160680013820724,3.59997933966293,6.57112287652935, 0.813472952549888, 0, 0.378474619555102, 0, 2.19, 0, 0.26, 92.6886548887755, 0.106918027188061, 0.760858361816888, 0.369714619555102, 0.227997481880444
135,0.715420378953633,6.8,0.7,0, 0.180262639454162,7.52556619245689,6.75139590088831, 0.815089930654229, 0, 0.370754619555102, 0, 0.260000000000005, 0, 0.7, 93.1286548887755, 0.0938978477083889, 0.801228237780391, 0.369714619555102, 0.227997481880444
136,0.732050024873568,8.24,2.11,0, 0.201558883029998,9.11044604602008,7.19554670249795, 0.816842306324927, 0, 0.372514619555102, 0, 0.700000000000003, 0, 2.11, 94.5386548887755, 0.0971969390112519, 0.79202474274208, 0.369714619555102, 0.227997481880444
137,0.765491500829466,9.46,0.05,0, 0.224621080418094,10.4484971620721,7.80588182014207, 0.818732853166523, 0, 0.378154619555102, 0, 2.11, 0, 0.05, 92.4786548887755, 0.105568179834896, 0.762531724551127, 0.369714619555102, 0.227997481880444
138,0.90119546831999,9.86,0.52,0, 0.249489017329939,10.8782202083697,8.38018332739968, 0.82076313915338, 0, 0.369914619555102, 0, 0.0499999999999972, 0, 0.52, 92.9486548887755, 0.117635634145697, 0.805620814957768, 0.369714619555102, 0.227997481880444
139,0.980638071869188,9.19,1.05,0, 0.276187936177947,10.1270480639352,8.7054135585048, 0.822933378298992, 0, 0.371794619555102, 0, 0.519999999999996, 0, 1.05, 93.4786548887755, 0.129586856334679, 0.795789808894117, 0.369714619555102, 0.227997481880444
140,1.01939322195446,11.2,1.43,0, 0.304726573897458,12.3265229796977,9.37670970199191, 0.825242294190821, 0, 0.373914619555102, 0, 1.05, 0, 1.43, 93.8586548887755, 0.136611284215049, 0.784703780779787, 0.369714619555102, 0.227997481880444
141,1.12049247999851,10.9,0.14,0, 0.335095275378579,11.980474913524,9.85721256547479, 0.827686999902558, 0, 0.375434619555102, 0, 1.43000000000001, 0, 0.14, 92.5686548887755, 0.151696406853744, 0.776755307792153, 0.369714619555102, 0.227997481880444
142,1.24564992502572,11.82,0.5,0, 0.367264230154671,12.9736189844174,10.4295506296159, 0.830262898687065, 0, 0.370274619555102, 0, 0.140000000000001, 0, 0.5, 92.9286548887755, 0.162979105348844, 0.803738281881749, 0.369714619555102, 0.227997481880444
143,1.33973048031416,7.85,1.68,0, 0.401181881983319,8.60364376063555,10.095918686326, 0.832963609561099, 0, 0.371714619555102, 0, 0.5, 0, 1.68, 94.1086548887755, 0.176946263843903, 0.796208149577676, 0.369714619555102, 0.227997481880444
144,1.23795317589039,13.39,0.28,0, 0.436773561765422,14.6533746415884,10.9242286630648, 0.835780921414206, 0, 0.376434619555102, 0, 1.68000000000001, 0, 0.28, 92.7086548887755, 0.168734621602964, 0.771526049247658, 0.369714619555102, 0.227997481880444
145,1.44292600149043,16.63,0.49,0, 0.47394039373403,18.1706935927983,12.2339394497994, 0.838704778617178, 0, 0.370834619555102, 0, 0.280000000000001, 0, 0.49, 92.9186548887755, 0.189480797960699, 0.800809897096832, 0.369714619555102, 0.227997481880444
146,1.70202992835717,11.72,3.92,0, 0.512558522893536,12.785271807236,12.3330105407433, 0.841723300289307, 0, 0.371674619555102, 0, 0.489999999999995, 0, 3.92, 96.3486548887755, 0.224738290829915, 0.796417319919456, 0.369714619555102, 0.227997481880444
147,1.56792372429267,14.15,0,0, 0.55247870822778,15.4108372757537,12.8827755106867, 0.844822834439047, 0, 0.385394619555102, 0, 3.92, 0, 0, 92.4286548887755, 0.227527603195427, 0.724671892688981, 0.369714619555102, 0.227997481880444
148,1.8664610442654,17.33,0,0, 0.593526321194043,18.8427335723374,13.9408155114195, 0.847988047159848, 0, 0.369714619555102, 0, 0, 0, 0, 92.4286548887755, 0.243318648861508, 0.806666666666667, 0.369714619555102, 0.227997481880444
149,2.11101661661113,18.45,0,0, 0.635501782500902,20.0267021139968,15.0144297995697, 0.851202045989914, 0, 0.369714619555102, 0, 0, 0, 0, 92.4286548887755, 0.275199802565487, 0.806666666666667, 0.369714619555102, 0.227997481880444
150,2.37455674222636,14.62,0,0, 0.678181462208078,15.8425341422978,15.1595838491357, 0.854446535484147, 0, 0.369714619555102, 0, 0, 0, 0, 92.4286548887755, 0.309555851668418, 0.806666666666667, 0.369714619555102, 0.227997481880444
151,2.41137696417123,14.15,0.72,0, 0.721319058917953,15.3073120148371,15.1853113283862, 0.857702002052328, 0, 0.369714619555102, 0, 0, 0, 0.72, 93.1486548887755, 0.314355869692867, 0.806666666666667, 0.369714619555102, 0.227997481880444
152,2.37279043304657,11.03,1.89,0, 0.764647463439105,11.9121152079566,14.6189633351891, 0.860947924240656, 0, 0.372594619555102, 0, 0.719999999999999, 0, 1.89, 94.3186548887755, 0.315210490074752, 0.79160640205852, 0.369714619555102, 0.227997481880444
153,2.1641520611069,9.44,0.03,0, 0.807881101032009,10.1780984915524,13.855545196624, 0.864163003918498, 0, 0.377274619555102, 0, 1.89, 0, 0.03, 92.4586548887755, 0.296665755089293, 0.767133472070282, 0.369714619555102, 0.227997481880444
154,2.08912320022205,8.56,0.02,0, 0.85071873448321,9.21435359167761,13.0627996800647, 0.867325413313036, 0, 0.369834619555102, 0, 0.0300000000000011, 0, 0.02, 92.4486548887755, 0.272557721542141, 0.806039155641327, 0.369714619555102, 0.227997481880444
155,1.90602031333603,10.29,0.94,0, 0.892846698123511,11.0591779202722,12.722723945538, 0.870413052533315, 0, 0.369794619555102, 0, 0.019999999999996, 0, 0.94, 93.3686548887755, 0.248604666441958, 0.806248325983107, 0.369714619555102, 0.227997481880444
156,1.78615318711833,12.69,0.87,0, 0.9339425208647,13.6178957829557,12.8737281926804, 0.873403812149701, 0, 0.373474619555102, 0, 0.939999999999998, 0, 0.87, 93.2986548887755, 0.238666783066616, 0.787004654539365, 0.369714619555102, 0.227997481880444
157,1.82237443862195,14.62,3.39,0, 0.973678884752832,15.6662743694979,13.3419962380452, 0.876275835538227, 0, 0.373194619555102, 0, 0.870000000000005, 0, 3.39, 95.8186548887755, 0.243054493162562, 0.788468846931823, 0.369714619555102, 0.227997481880444
158,1.7975205862573,14.58,0.09,0, 1.01172785480448,15.6019623297158,13.7188018945736, 0.879007776041082, 0, 0.383274619555102, 0, 3.39, 0, 0.09, 92.5186548887755, 0.256915025317614, 0.735757920803311, 0.369714619555102, 0.227997481880444
159,2.05364875729185,16.36,0.27,0, 1.04776530637708,17.4842015700787,14.3432249665015, 0.881579044502284, 0, 0.370074619555102, 0, 0.0900000000000034, 0, 0.27, 92.6986548887755, 0.268347367080001, 0.804784133590648, 0.369714619555102, 0.227997481880444
160,2.19252194608566,16.04,0.68,0, 1.08147546837428,17.1217814740447,14.8016740127196, 0.883970043369929, 0, 0.370794619555102, 0, 0.269999999999996, 0, 0.68, 93.1086548887755, 0.287840348904101, 0.801019067438612, 0.369714619555102, 0.227997481880444
161,2.28017345154148,16.12,1.17,0, 1.11255549451348,17.1884414192032,15.193648008384, 0.886162384266226, 0, 0.372434619555102, 0, 0.680000000000007, 0, 1.17, 93.5986548887755, 0.302587081872868, 0.792443083425639, 0.369714619555102, 0.227997481880444
162,2.34663824853668,13.3,0.01,0, 1.14071997094721,14.1676547629472,15.0258615498012, 0.888139086664856, 0, 0.374394619555102, 0, 1.17, 0, 0.01, 92.4386548887755, 0.315487668392785, 0.782193736678429, 0.369714619555102, 0.227997481880444
163,2.3768298019417,13.3,0.31,0, 1.16570526693117,14.1554495934027,14.8840506516411, 0.889884756034813, 0, 0.369754619555102, 0, 0.0100000000000051, 0, 0.31, 92.7386548887755, 0.309932542150363, 0.806457496324887, 0.369714619555102, 0.227997481880444
164,2.32290221544696,14.37,1,0, 1.18727363609828,15.2829723070468,14.9488345858788, 0.891385740468446, 0, 0.370954619555102, 0, 0.310000000000002, 0, 1, 93.4286548887755, 0.305275898630663, 0.800182386071492, 0.369714619555102, 0.227997481880444
165,2.29686688602312,16.83,0.31,0, 1.20521697927717,17.8883240968476,15.4249176326402, 0.892630265374477, 0, 0.373714619555102, 0, 1, 0, 0.31, 92.7386548887755, 0.307398835134255, 0.785749632488686, 0.369714619555102, 0.227997481880444
166,2.45948408776718,18.27,0.48,0, 1.21936018565233,19.4095630268159,16.0689076459019, 0.893608546259508, 0, 0.370954619555102, 0, 0.310000000000002, 0, 0.48, 92.9086548887755, 0.323225493552027, 0.800182386071492, 0.369714619555102, 0.227997481880444
167,2.61552031799815,17.4,0.25,0, 1.22956397728157,18.4789240672912,16.4578137310374, 0.894312879929964, 0, 0.371634619555102, 0, 0.480000000000004, 0, 0.25, 92.6786548887755, 0.345266093963923, 0.796626490261236, 0.369714619555102, 0.227997481880444
168,2.73543834559624,18.15,0.07,0, 1.23572719236566,19.271423964155,16.9114284874588, 0.89473771461779, 0, 0.370714619555102, 0, 0.25, 0, 0.07, 92.4986548887755, 0.358928462170123, 0.801437408122171, 0.369714619555102, 0.227997481880444
169,2.87287137171615,13.23,27.49,0, 1.23778845492793,14.0464594685783,16.4496763761125, 0.894879699575582, 0, 0.369994619555102, 0, 0.0699999999999932, 0, 27.49, 119.918654888776, 0.375198987958882, 0.805202474274208, 0.369714619555102, 0.227997481880444
170,0.790049267665828,9.53,33.69,0, 1.23572719236566,10.1188248142368,15.4290063290044, 0.89473771461779, 0, 0.479674619555102, 0, 27.49, 0, 33.69, 126.118654888776, 0.358639879506482, 0.231657397113967, 0.369714619555102, 0.227997481880444
171,0.313559493239824,11.1,10.97,0, 1.22956397728157,11.7882791463754,14.8414995622138, 0.894312879929964, 0, 0.504474619555102, 0, 33.69, 0, 10.97, 103.398654888776, 0.323363136587604, 0.101971785210485, 0.369714619555102, 0.227997481880444
172,1.66798013683457,12.67,3.63,0, 1.21936018565233,13.4602716776003,14.618268414712, 0.893608546259508, 0, 0.413594619555102, 0, 10.97, 0, 3.63, 96.0586548887755, 0.303885523632987, 0.577206801734214, 0.369714619555102, 0.227997481880444
173,2.06132099140886,12,1.06,0, 1.20521697927717,12.7545982865224,14.316426292304, 0.892630265374477, 0, 0.384234619555102, 0, 3.63, 0, 1.06, 93.4886548887755, 0.296643345651211, 0.730737832600596, 0.369714619555102, 0.227997481880444
174,2.14094609583883,13.45,0.43,0, 1.18727363609828,14.3045217487668,14.3144930225625, 0.891385740468446, 0, 0.373954619555102, 0, 1.06, 0, 0.43, 92.8586548887755, 0.286989723629469, 0.784494610438007, 0.369714619555102, 0.227997481880444
175,2.17644403773653,15.67,33.24,0, 1.16570526693117,16.677886851776,14.6995463288308, 0.889884756034813, 0, 0.371434619555102, 0, 0.430000000000007, 0, 33.24, 125.668654888776, 0.286928407775912, 0.797672341970134, 0.369714619555102, 0.227997481880444
176,0.316983976586088,9.66,16.05,0, 1.14071997094721,10.2901913541406,13.9784596558646, 0.888139086664856, 0, 0.502674619555102, 0, 33.24, 0, 16.05, 108.478654888776, 0.299270093815172, 0.111384450590576, 0.369714619555102, 0.227997481880444
177,1.23769581418748,12.22,0.38,0, 1.11255549451348,13.0299475274605,13.8226874227192, 0.886162384266226, 0, 0.433914619555102, 0, 16.05, 0, 0.38, 92.8086548887755, 0.276370252601789, 0.470948268110071, 0.369714619555102, 0.227997481880444
178,2.06244161691989,13.38,3.93,0, 1.08147546837428,14.2823837981744,13.8985352107002, 0.883970043369929, 0, 0.371234619555102, 0, 0.379999999999995, 0, 3.93, 96.3586548887755, 0.271543032513482, 0.798718193679034, 0.369714619555102, 0.227997481880444
179,1.88685588757681,16.4,2.01,0, 1.04776530637708,17.5269502291742,14.5002418679785, 0.881579044502284, 0, 0.385434619555102, 0, 3.93000000000001, 0, 2.01, 94.4386548887755, 0.273888164313972, 0.724462722347201, 0.369714619555102, 0.227997481880444
180,2.12932330794715,17.76,0,0, 1.01172785480448,19.0048594633575,15.2512997695513, 0.879007776041082, 0, 0.377754619555102, 0, 2.01000000000001, 0, 0, 92.4286548887755, 0.2928495660387, 0.764623427968924, 0.369714619555102, 0.227997481880444
181,2.43478794858592,15.58,10.26,0, 0.973678884752832,16.6949763800805,15.493382650817, 0.876275835538227, 0, 0.369714619555102, 0, 0, 0, 10.26, 102.688654888776, 0.317407810752019, 0.806666666666667, 0.369714619555102, 0.227997481880444
182,1.83277941071002,15.19,3.8,0, 0.9339425208647,16.3006963706144,15.6295663368649, 0.873403812149701, 0, 0.410754619555102, 0, 10.26, 0, 3.8, 96.2286548887755, 0.325534181930877, 0.592057896000581, 0.369714619555102, 0.227997481880444
183,2.28299457182031,14.62,4.31,0, 0.892846698123511,15.7128455971215,15.6437013678228, 0.870413052533315, 0, 0.384914619555102, 0, 3.8, 0, 4.31, 96.7386548887755, 0.330150815121035, 0.727181936790339, 0.369714619555102, 0.227997481880444
184,2.2527808640216,16.94,2.17,0, 0.85071873448321,18.2349474115676,16.0863029361983, 0.867325413313036, 0, 0.386954619555102, 0, 4.31, 0, 2.17, 94.5986548887755, 0.33063185536402, 0.716514249359568, 0.369714619555102, 0.227997481880444
185,2.50384118391956,17.06,2.17,0, 0.807881101032009,18.3938940959622,16.4829952494716, 0.864163003918498, 0, 0.378394619555102, 0, 2.17, 0, 2.17, 94.5986548887755, 0.345871531384249, 0.761276702500448, 0.369714619555102, 0.227997481880444
186,2.60483342765844,18.09,0.54,0, 0.764647463439105,19.536732920393,17.0113712275813, 0.860947924240656, 0, 0.378394619555102, 0, 2.17, 0, 0.54, 92.9686548887755, 0.359822233299462, 0.761276702500448, 0.369714619555102, 0.227997481880444
187,2.86527562615011,16.73,13.74,0, 0.721319058917953,18.0983272090619,17.2006691676659, 0.857702002052328, 0, 0.371874619555102, 0, 0.540000000000006, 0, 13.74, 106.168654888776, 0.378832277607146, 0.795371468210557, 0.369714619555102, 0.227997481880444
188,1.9048430897351,17.13,2.84,0, 0.678181462208078,18.5624220148811,17.4393636534721, 0.854446535484147, 0, 0.424674619555102, 0, 13.74, 0, 2.84, 95.2686548887755, 0.385761943354297, 0.519266617061207, 0.369714619555102, 0.227997481880444
189,2.80393479384,16.58,13,0, 0.635501782500902,17.9968954498681,17.5377181154917, 0.851202045989914, 0, 0.381074619555102, 0, 2.84, 0, 13, 105.428654888776, 0.394589405920078, 0.7472622896012, 0.369714619555102, 0.227997481880444
190,2.02515596556309,15.08,0.05,0, 0.593526321194043,16.3963313485775,17.3350937273315, 0.847988047159848, 0, 0.421714619555102, 0, 13, 0, 0.05, 92.4786548887755, 0.398255828077441, 0.534745222352913, 0.369714619555102, 0.227997481880444
191,2.99327651197702,15.71,0.06,0, 0.55247870822778,17.1098412439641,17.2948588683189, 0.844822834439047, 0, 0.369914619555102, 0, 0.0499999999999972, 0, 0.06, 92.4886548887755, 0.390720984556493, 0.805620814957768, 0.369714619555102, 0.227997481880444
192,2.98110577856238,17.27,0.49,0, 0.512558522893536,18.8397307261916,17.572462999953, 0.841723300289307, 0, 0.369954619555102, 0, 0.0600000000000023, 0, 0.49, 92.9186548887755, 0.389233363795094, 0.805411644615988, 0.369714619555102, 0.227997481880444
193,3.02598509324431,15.57,2.86,0, 0.47394039373403,17.0124894311406,17.4712545582547, 0.838704778617178, 0, 0.371674619555102, 0, 0.489999999999995, 0, 2.86, 95.2886548887755, 0.399555088075876, 0.796417319919456, 0.369714619555102, 0.227997481880444
194,2.81079482800435,17.38,1.43,0, 0.436773561765422,19.0198395273193,17.7527072793112, 0.835780921414206, 0, 0.381154619555102, 0, 2.86, 0, 1.43, 93.8586548887755, 0.395776366055197, 0.746843948917641, 0.369714619555102, 0.227997481880444
195,3.00131538706321,13.25,9.9,0, 0.401181881983319,14.5220738634931,17.1624019779359, 0.832963609561099, 0, 0.375434619555102, 0, 1.43000000000001, 0, 9.9, 102.328654888776, 0.406329152742682, 0.776755307792153, 0.369714619555102, 0.227997481880444
196,2.191472714677,10.81,13.29,0, 0.367264230154671,11.865044096578,16.1895251617254, 0.830262898687065, 0, 0.409314619555102, 0, 9.90000000000001, 0, 13.29, 105.718654888776, 0.384356024130519, 0.599588028304654, 0.369714619555102, 0.227997481880444
197,1.75694392435618,12.6,9.01,0, 0.335095275378579,13.8489893495782,15.7575990591567, 0.827686999902558, 0, 0.422874619555102, 0, 13.29, 0, 9.01, 101.438654888776, 0.349475058360757, 0.528679282441298, 0.369714619555102, 0.227997481880444
198,1.96654759326379,13.7,1.16,0, 0.304726573897458,15.0779790019517,15.6316083004218, 0.825242294190821, 0, 0.405754619555102, 0, 9.01000000000001, 0, 1.16, 93.5886548887755, 0.334520775950716, 0.618204188723057, 0.369714619555102, 0.227997481880444
199,2.45687819555389,17.44,1.69,0, 0.276187936177947,19.2182500799814,16.2993671202437, 0.822933378298992, 0, 0.374354619555102, 0, 1.16, 0, 1.69, 94.1186548887755, 0.330220285132164, 0.782402907020209, 0.369714619555102, 0.227997481880444
200,2.59157038081866,19.39,0.24,0, 0.249489017329939,21.3923620527676,17.2513829129739, 0.82076313915338, 0, 0.376474619555102, 0, 1.69, 0, 0.24, 92.6686548887755, 0.353330192428145, 0.771316878905879, 0.369714619555102, 0.227997481880444
201,2.95494047286115,18.3,17.5,0, 0.224621080418094,20.2122090978772,17.8069081877496, 0.818732853166523, 0, 0.370674619555102, 0, 0.239999999999995, 0, 17.5, 109.928654888776, 0.387629098001635, 0.801646578463951, 0.369714619555102, 0.227997481880444
202,1.71109379406164,16.58,4.44,0, 0.201558883029998,18.3314557576472,17.9056675227867, 0.816842306324927, 0, 0.439714619555102, 0, 17.5, 0, 4.44, 96.8686548887755, 0.408377304603509, 0.440618568551998, 0.369714619555102, 0.227997481880444
203,2.79736569631558,16.97,0,0, 0.180262639454162,18.7807144538226,18.0709443434018, 0.815089930654229, 0, 0.387474619555102, 0, 4.44, 0, 0, 92.4286548887755, 0.412122475269091, 0.713795034916431, 0.369714619555102, 0.227997481880444
204,3.20970164658215,18.83,0.02,0, 0.160680013820724,20.8577264510317,18.5988536414882, 0.813472952549888, 0, 0.369714619555102, 0, 0, 0, 0.02, 92.4486548887755, 0.418428378290801, 0.806666666666667, 0.369714619555102, 0.227997481880444
205,3.36491912093111,18.8,1.4,0, 0.14274810338408,20.8415556759119,19.0248403359464, 0.811987548524201, 0, 0.369794619555102, 0, 0.019999999999996, 0, 1.4, 93.8286548887755, 0.438890703215586, 0.806248325983107, 0.369714619555102, 0.227997481880444
206,3.36914065205683,19.37,0.32,0, 0.12639537558794,21.4895711838964,19.49414972498, 0.810629004134445, 0, 0.375314619555102, 0, 1.40000000000001, 0, 0.32, 92.7486548887755, 0.455758504554081, 0.777382818817493, 0.369714619555102, 0.227997481880444
207,3.61121400673333,13.12,2.3,0, 0.111543527457374,14.5656265261137,18.5536166802337, 0.809391872196792, 0, 0.370994619555102, 0, 0.319999999999993, 0, 2.3, 94.7286548887755, 0.474709974635432, 0.799973215729713, 0.369714619555102, 0.227997481880444
208,3.15309276305447,14.96,0.1,0, 0.0981092410236235,16.6186909202806,18.183620938781, 0.808270126827577, 0, 0.378914619555102, 0, 2.3, 0, 0.1, 92.5286548887755, 0.437118135649801, 0.75855748805731, 0.369714619555102, 0.227997481880444
